CONSECUTIVO,CATEGORIA,TIPO ACTIVO,ESTADO FISICO,RESPONSABLE,MARCA / MODELO,DESCRIPCION,CODIGO BARRAS PENDULUM,UBICACION FISICA,SERIE DEL EQUIPO,OBSERVACIONES,NUMERO DE FACTURA,FECHA DE COMPRA,IDPROVEEDOR,,,
65,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21958,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
66,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21959,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
67,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21960,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
68,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21961,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
69,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21962,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
70,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21963,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
71,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21964,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
72,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21965,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
73,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21966,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
74,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21967,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
75,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21968,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
76,EQUIPO DE COMPUTO,MOUSE,492,353,HAING/HAING Q29,KIT DE TECLADO Y MOUSE,21969,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
